filename,width,height,class,xmin,ymin,xmax,ymax
glass389.jpg,512,384,glass,116,23,473,384
glass39.jpg,512,384,glass,73,76,465,325
glass390.jpg,512,384,glass,1,121,512,384
glass391.jpg,512,384,glass,53,7,512,384
glass392.jpg,512,384,glass,123,11,450,327
glass393.jpg,512,384,glass,202,60,512,384
glass394.jpg,512,384,glass,1,1,335,318
glass395.jpg,512,384,glass,79,154,512,350
glass396.jpg,512,384,glass,202,1,512,330
glass397.jpg,512,384,glass,1,34,488,328
glass398.jpg,512,384,glass,120,68,380,306
glass399.jpg,512,384,glass,2,64,481,335
glass4.jpg,512,384,glass,98,88,397,291
glass40.jpg,512,384,glass,9,1,512,384
glass400.jpg,512,384,glass,203,1,512,384
glass401.jpg,512,384,glass,1,1,512,384
glass402.jpg,512,384,glass,125,20,512,384
glass403.jpg,512,384,glass,87,163,512,384
glass404.jpg,512,384,glass,213,84,365,245
glass405.jpg,512,384,glass,180,1,417,384
glass406.jpg,512,384,glass,48,64,512,315
glass407.jpg,512,384,glass,33,7,512,273
glass408.jpg,512,384,glass,1,67,512,331
glass409.jpg,512,384,glass,88,45,490,312
glass41.jpg,512,384,glass,142,74,413,342
glass410.jpg,512,384,glass,32,130,512,384
glass411.jpg,512,384,glass,1,1,484,384
glass412.jpg,512,384,glass,20,32,482,350
glass413.jpg,512,384,glass,22,108,475,300
glass414.jpg,512,384,glass,23,9,377,314
glass415.jpg,512,384,glass,72,117,437,233
glass416.jpg,512,384,glass,50,115,495,384
glass417.jpg,512,384,glass,112,23,512,374
glass418.jpg,512,384,glass,150,70,327,384
glass419.jpg,512,384,glass,60,51,375,328
glass42.jpg,512,384,glass,1,1,499,361
glass420.jpg,512,384,glass,1,43,512,384
glass424.jpg,512,384,glass,118,1,288,304
glass425.jpg,512,384,glass,104,36,441,340
glass426.jpg,512,384,glass,102,129,512,379
glass427.jpg,512,384,glass,52,48,358,321
glass428.jpg,512,384,glass,70,55,378,358
glass429.jpg,512,384,glass,171,99,512,361
glass43.jpg,512,384,glass,1,28,456,384
glass430.jpg,512,384,glass,159,64,416,384
glass431.jpg,512,384,glass,1,37,512,289
glass432.jpg,512,384,glass,72,80,512,384
glass433.jpg,512,384,glass,106,42,512,384
glass434.jpg,512,384,glass,48,52,512,354
glass435.jpg,512,384,glass,1,1,512,384
glass436.jpg,512,384,glass,136,1,410,384
glass437.jpg,512,384,glass,120,90,512,287
glass438.jpg,512,384,glass,60,115,430,294
glass439.jpg,512,384,glass,1,1,385,319
glass44.jpg,512,384,glass,16,66,468,240
glass440.jpg,512,384,glass,173,1,512,303
glass441.jpg,512,384,glass,82,120,445,384
glass442.jpg,512,384,glass,1,12,512,384
glass443.jpg,512,384,glass,101,117,512,384
glass444.jpg,512,384,glass,177,91,325,217
glass445.jpg,512,384,glass,1,65,512,304
glass446.jpg,512,384,glass,16,87,508,241
glass447.jpg,512,384,glass,170,44,458,335
glass448.jpg,512,384,glass,1,58,302,348
glass449.jpg,512,384,glass,216,68,454,279
glass450.jpg,512,384,glass,1,71,512,384
glass451.jpg,512,384,glass,1,20,506,371
glass452.jpg,512,384,glass,196,61,473,384
glass453.jpg,512,384,glass,148,95,386,323
glass454.jpg,512,384,glass,102,46,390,297
glass455.jpg,512,384,glass,1,1,403,384
glass456.jpg,512,384,glass,27,92,512,311
glass457.jpg,512,384,glass,138,92,510,384
glass458.jpg,512,384,glass,145,20,435,384
glass459.jpg,512,384,glass,138,1,445,223
glass460.jpg,512,384,glass,19,100,408,271
glass461.jpg,512,384,glass,1,1,374,329
glass462.jpg,512,384,glass,1,10,346,350
glass463.jpg,512,384,glass,199,64,512,384
glass464.jpg,512,384,glass,1,10,512,308
glass465.jpg,512,384,glass,87,121,512,373
glass466.jpg,512,384,glass,128,142,380,384
glass467.jpg,512,384,glass,145,69,512,384
glass468.jpg,512,384,glass,8,1,400,328
glass469.jpg,512,384,glass,202,1,422,315
glass470.jpg,512,384,glass,3,105,512,384
glass471.jpg,512,384,glass,134,1,354,384
glass472.jpg,512,384,glass,209,1,400,333
glass473.jpg,512,384,glass,165,114,445,384
glass474.jpg,512,384,glass,61,148,296,327
glass475.jpg,512,384,glass,28,47,264,306
glass476.jpg,512,384,glass,163,52,330,384
glass477.jpg,512,384,glass,72,107,399,284
glass478.jpg,512,384,glass,67,64,512,384
glass479.jpg,512,384,glass,93,1,512,383
glass48.jpg,512,384,glass,108,138,340,313
glass480.jpg,512,384,glass,1,3,512,384
glass481.jpg,512,384,glass,1,1,512,384
glass482.jpg,512,384,glass,203,1,510,335
glass483.jpg,512,384,glass,112,138,512,384
glass484.jpg,512,384,glass,135,137,462,384
glass485.jpg,512,384,glass,100,2,412,384
glass49.jpg,512,384,glass,94,1,479,384
glass490.jpg,512,384,glass,149,1,446,384
glass491.jpg,512,384,glass,125,143,512,325
glass492.jpg,512,384,glass,1,1,389,384
glass493.jpg,512,384,glass,53,1,369,370
glass494.jpg,512,384,glass,183,96,402,265
glass495.jpg,512,384,glass,166,68,382,273
glass496.jpg,512,384,glass,72,45,452,273
glass497.jpg,512,384,glass,1,1,387,331
glass498.jpg,512,384,glass,105,1,467,384
glass499.jpg,512,384,glass,119,1,331,273
glass5.jpg,512,384,glass,123,108,316,277
glass50.jpg,512,384,glass,1,1,478,320
glass500.jpg,512,384,glass,1,134,402,274
glass501.jpg,512,384,glass,19,52,512,384
glass57.jpg,512,384,glass,180,53,512,384
glass58.jpg,512,384,glass,152,1,430,384
glass59.jpg,512,384,glass,140,110,512,384
glass6.jpg,512,384,glass,178,51,336,302
glass60.jpg,512,384,glass,155,1,512,295
glass61.jpg,512,384,glass,106,13,512,384
glass62.jpg,512,384,glass,1,1,512,384
glass63.jpg,512,384,glass,172,46,435,384
glass64.jpg,512,384,glass,108,100,412,384
glass65.jpg,512,384,glass,60,21,512,384
glass66.jpg,512,384,glass,1,53,436,333
glass67.jpg,512,384,glass,35,85,512,384
glass68.jpg,512,384,glass,66,1,496,384
glass69.jpg,512,384,glass,21,116,361,267
glass7.jpg,512,384,glass,151,39,459,384
glass73.jpg,512,384,glass,166,101,512,359
glass74.jpg,512,384,glass,177,126,294,234
glass75.jpg,512,384,glass,21,93,447,314
glass76.jpg,512,384,glass,169,48,426,302
glass77.jpg,512,384,glass,68,1,512,328
glass78.jpg,512,384,glass,1,44,512,237
glass79.jpg,512,384,glass,175,1,432,353
glass80.jpg,512,384,glass,1,1,434,333
glass81.jpg,512,384,glass,33,90,454,296
glass82.jpg,512,384,glass,174,1,411,355
glass96.jpg,512,384,glass,140,47,372,384
glass97.jpg,512,384,glass,220,1,512,384
glass98.jpg,512,384,glass,60,1,444,384
glass99.jpg,512,384,glass,112,36,512,384
metal100.jpg,512,384,metal,86,16,432,339
metal101.jpg,512,384,metal,169,110,485,348
metal102.jpg,512,384,metal,163,72,360,329
metal103.jpg,512,384,metal,120,100,372,298
metal104.jpg,512,384,metal,188,1,446,256
metal105.jpg,512,384,metal,66,80,317,318
metal105.jpg,512,384,metal,192,205,512,384
metal106.jpg,512,384,metal,121,108,446,384
metal107.jpg,512,384,metal,93,54,353,315
metal108.jpg,512,384,metal,1,46,512,384
metal109.jpg,512,384,metal,233,1,512,320
metal110.jpg,512,384,metal,20,107,380,363
metal111.jpg,512,384,metal,70,1,512,384
metal112.jpg,512,384,metal,106,53,512,384
metal113.jpg,512,384,metal,189,66,511,384
metal114.jpg,512,384,metal,1,43,512,384
metal115.jpg,512,384,metal,1,1,512,249
metal116.jpg,512,384,metal,142,103,363,324
metal117.jpg,512,384,metal,102,17,436,374
metal118.jpg,512,384,metal,1,1,512,360
metal119.jpg,512,384,metal,144,50,382,291
metal120.jpg,512,384,metal,6,27,512,384
metal121.jpg,512,384,metal,86,114,512,384
metal122.jpg,512,384,metal,121,90,364,307
metal123.jpg,512,384,metal,133,1,512,325
metal139.jpg,512,384,metal,257,1,512,384
metal140.jpg,512,384,metal,110,10,417,311
metal141.jpg,512,384,metal,180,1,512,384
metal142.jpg,512,384,metal,116,1,504,384
metal143.jpg,512,384,metal,67,93,479,378
metal144.jpg,512,384,metal,1,71,504,384
metal145.jpg,512,384,metal,142,54,427,317
metal146.jpg,512,384,metal,121,96,399,384
metal147.jpg,512,384,metal,107,37,463,329
metal148.jpg,512,384,metal,175,145,279,245
metal149.jpg,512,384,metal,154,117,297,274
metal150.jpg,512,384,metal,71,135,457,273
metal155.jpg,512,384,metal,183,131,286,223
metal156.jpg,512,384,metal,192,72,296,268
metal157.jpg,512,384,metal,26,1,470,273
metal158.jpg,512,384,metal,181,56,446,320
metal159.jpg,512,384,metal,175,132,340,251
metal160.jpg,512,384,metal,179,108,308,263
metal161.jpg,512,384,metal,160,1,479,368
metal162.jpg,512,384,metal,1,1,512,384
metal163.jpg,512,384,metal,53,8,436,294
metal164.jpg,512,384,metal,133,71,417,291
metal165.jpg,512,384,metal,146,144,310,225
metal166.jpg,512,384,metal,207,151,273,230
metal167.jpg,512,384,metal,149,89,360,303
metal17.jpg,512,384,metal,85,15,350,297
metal170.jpg,512,384,metal,59,19,367,339
metal171.jpg,512,384,metal,32,1,323,379
metal172.jpg,512,384,metal,28,28,410,384
metal173.jpg,512,384,metal,95,1,409,378
metal174.jpg,512,384,metal,102,1,512,317
metal175.jpg,512,384,metal,113,4,416,369
metal176.jpg,512,384,metal,1,1,512,384
metal177.jpg,512,384,metal,1,1,446,384
metal178.jpg,512,384,metal,120,141,270,237
metal179.jpg,512,384,metal,216,115,375,303
metal18.jpg,512,384,metal,115,141,360,267
metal180.jpg,512,384,metal,1,1,512,384
metal181.jpg,512,384,metal,115,57,369,310
metal182.jpg,512,384,metal,150,122,328,326
metal183.jpg,512,384,metal,103,204,220,384
metal184.jpg,512,384,metal,169,38,463,345
metal185.jpg,512,384,metal,66,80,475,343
metal186.jpg,512,384,metal,166,109,512,384
metal187.jpg,512,384,metal,1,1,315,261
metal188.jpg,512,384,metal,32,38,402,269
metal189.jpg,512,384,metal,2,54,464,351
metal19.jpg,512,384,metal,89,18,380,310
metal190.jpg,512,384,metal,36,1,376,360
metal191.jpg,512,384,metal,66,24,353,310
metal192.jpg,512,384,metal,22,1,445,384
metal193.jpg,512,384,metal,58,1,390,375
metal199.jpg,512,384,metal,35,87,379,263
metal20.jpg,512,384,metal,1,1,449,384
metal200.jpg,512,384,metal,70,24,356,365
metal201.jpg,512,384,metal,67,82,382,298
metal207.jpg,512,384,metal,153,103,332,262
metal208.jpg,512,384,metal,177,103,317,280
metal209.jpg,512,384,metal,208,108,411,290
metal21.jpg,512,384,metal,180,83,439,384
metal210.jpg,512,384,metal,146,121,383,292
metal211.jpg,512,384,metal,180,74,343,274
metal212.jpg,512,384,metal,95,69,256,270
metal213.jpg,512,384,metal,128,114,316,271
metal214.jpg,512,384,metal,204,112,311,254
metal215.jpg,512,384,metal,154,130,315,287
metal216.jpg,512,384,metal,142,90,356,308
metal217.jpg,512,384,metal,1,1,357,261
metal218.jpg,512,384,metal,142,151,428,384
metal219.jpg,512,384,metal,112,23,349,333
metal22.jpg,512,384,metal,176,73,423,321
metal220.jpg,512,384,metal,105,60,425,384
metal221.jpg,512,384,metal,24,1,512,384
metal222.jpg,512,384,metal,123,23,512,384
metal223.jpg,512,384,metal,193,42,512,384
metal224.jpg,512,384,metal,70,90,512,350
metal225.jpg,512,384,metal,79,53,379,361
metal226.jpg,512,384,metal,84,1,437,353
metal227.jpg,512,384,metal,87,83,422,384
metal228.jpg,512,384,metal,161,101,342,287
metal229.jpg,512,384,metal,80,1,512,384
metal230.jpg,512,384,metal,7,124,450,384
metal231.jpg,512,384,metal,1,1,357,278
metal232.jpg,512,384,metal,1,1,512,384
metal233.jpg,512,384,metal,100,92,512,298
metal234.jpg,512,384,metal,275,1,512,371
metal235.jpg,512,384,metal,25,105,387,384
metal236.jpg,512,384,metal,44,29,512,384
metal237.jpg,512,384,metal,31,48,512,384
metal238.jpg,512,384,metal,203,80,475,384
metal239.jpg,512,384,metal,90,28,408,365
metal240.jpg,512,384,metal,169,1,413,246
metal241.jpg,512,384,metal,63,36,385,351
metal242.jpg,512,384,metal,112,70,472,224
metal243.jpg,512,384,metal,176,171,422,384
metal244.jpg,512,384,metal,136,19,445,333
metal245.jpg,512,384,metal,240,77,479,313
metal246.jpg,512,384,metal,115,21,446,343
metal247.jpg,512,384,metal,185,107,512,384
metal248.jpg,512,384,metal,213,148,512,384
metal249.jpg,512,384,metal,52,91,453,384
metal250.jpg,512,384,metal,256,56,476,363
metal251.jpg,512,384,metal,1,1,512,375
metal252.jpg,512,384,metal,93,20,464,384
metal253.jpg,512,384,metal,115,1,436,340
metal254.jpg,512,384,metal,1,1,512,384
metal255.jpg,512,384,metal,200,155,493,384
metal256.jpg,512,384,metal,172,174,512,384
metal257.jpg,512,384,metal,1,47,512,384
metal258.jpg,512,384,metal,40,1,512,372
metal259.jpg,512,384,metal,1,110,512,384
metal26.jpg,512,384,metal,110,30,453,375
metal260.jpg,512,384,metal,145,91,512,384
metal261.jpg,512,384,metal,44,43,512,367
metal262.jpg,512,384,metal,1,53,512,384
metal263.jpg,512,384,metal,84,89,512,384
metal264.jpg,512,384,metal,39,55,512,384
metal265.jpg,512,384,metal,97,141,512,384
metal266.jpg,512,384,metal,101,11,406,344
metal267.jpg,512,384,metal,1,1,350,295
metal268.jpg,512,384,metal,148,100,330,301
metal269.jpg,512,384,metal,1,1,339,325
metal27.jpg,512,384,metal,135,40,435,344
metal270.jpg,512,384,metal,54,1,512,377
metal271.jpg,512,384,metal,1,27,452,384
metal272.jpg,512,384,metal,200,124,336,260
metal273.jpg,512,384,metal,162,1,469,384
metal274.jpg,512,384,metal,130,81,512,384
metal275.jpg,512,384,metal,175,180,436,384
metal276.jpg,512,384,metal,1,1,362,294
metal277.jpg,512,384,metal,100,1,427,384
metal278.jpg,512,384,metal,19,1,416,288
metal279.jpg,512,384,metal,210,118,397,310
metal28.jpg,512,384,metal,140,68,430,357
metal280.jpg,512,384,metal,130,101,392,280
metal281.jpg,512,384,metal,18,6,492,384
metal282.jpg,512,384,metal,97,36,512,384
metal283.jpg,512,384,metal,1,1,413,277
metal284.jpg,512,384,metal,170,98,323,255
metal285.jpg,512,384,metal,143,87,367,323
metal286.jpg,512,384,metal,120,47,512,323
metal287.jpg,512,384,metal,14,167,383,384
metal288.jpg,512,384,metal,138,32,489,384
metal289.jpg,512,384,metal,83,4,512,384
metal29.jpg,512,384,metal,117,75,362,330
metal290.jpg,512,384,metal,116,110,361,293
metal291.jpg,512,384,metal,155,107,370,277
metal292.jpg,512,384,metal,142,106,512,371
metal293.jpg,512,384,metal,22,78,512,294
metal294.jpg,512,384,metal,123,49,393,321
metal295.jpg,512,384,metal,103,48,381,325
metal296.jpg,512,384,metal,92,31,512,384
metal297.jpg,512,384,metal,143,198,486,384
metal298.jpg,512,384,metal,193,56,447,355
metal299.jpg,512,384,metal,157,27,512,384
metal30.jpg,512,384,metal,167,1,353,377
metal300.jpg,512,384,metal,97,74,512,384
metal301.jpg,512,384,metal,72,1,409,341
metal302.jpg,512,384,metal,84,28,386,340
metal303.jpg,512,384,metal,154,73,406,300
metal304.jpg,512,384,metal,110,120,410,384
metal305.jpg,512,384,metal,1,65,432,384
metal306.jpg,512,384,metal,192,105,512,384
metal307.jpg,512,384,metal,84,1,475,307
metal308.jpg,512,384,metal,1,1,379,278
metal309.jpg,512,384,metal,95,39,381,322
metal31.jpg,512,384,metal,94,1,512,384
metal310.jpg,512,384,metal,128,47,512,348
metal311.jpg,512,384,metal,115,104,512,384
metal312.jpg,512,384,metal,15,1,512,384
metal313.jpg,512,384,metal,87,98,415,381
metal314.jpg,512,384,metal,1,1,255,297
metal315.jpg,512,384,metal,86,100,403,273
metal316.jpg,512,384,metal,157,203,512,384
metal317.jpg,512,384,metal,1,1,302,383
metal318.jpg,512,384,metal,147,85,356,295
metal319.jpg,512,384,metal,35,1,512,384
metal320.jpg,512,384,metal,151,16,512,384
metal321.jpg,512,384,metal,135,1,382,270
metal322.jpg,512,384,metal,22,1,512,384
metal323.jpg,512,384,metal,47,155,439,384
metal324.jpg,512,384,metal,1,128,476,384
metal325.jpg,512,384,metal,135,1,512,331
metal326.jpg,512,384,metal,147,10,350,325
metal327.jpg,512,384,metal,23,141,423,384
metal328.jpg,512,384,metal,67,37,336,303
metal329.jpg,512,384,metal,15,1,512,384
metal330.jpg,512,384,metal,165,1,512,384
metal331.jpg,512,384,metal,233,152,512,384
metal332.jpg,512,384,metal,127,1,453,217
metal333.jpg,512,384,metal,190,25,414,384
metal334.jpg,512,384,metal,246,93,459,384
metal335.jpg,512,384,metal,19,33,476,302
metal336.jpg,512,384,metal,96,49,439,381
metal337.jpg,512,384,metal,203,213,512,384
metal338.jpg,512,384,metal,105,84,323,301
metal339.jpg,512,384,metal,83,61,383,340
metal340.jpg,512,384,metal,155,45,426,330
metal341.jpg,512,384,metal,102,47,363,316
metal342.jpg,512,384,metal,62,56,466,384
metal343.jpg,512,384,metal,153,68,368,282
metal344.jpg,512,384,metal,106,102,419,278
metal345.jpg,512,384,metal,110,100,401,276
metal346.jpg,512,384,metal,65,1,512,384
metal347.jpg,512,384,metal,127,53,410,339
metal348.jpg,512,384,metal,242,45,512,384
metal349.jpg,512,384,metal,62,1,512,315
metal350.jpg,512,384,metal,242,55,512,384
metal351.jpg,512,384,metal,176,99,512,368
metal352.jpg,512,384,metal,66,14,448,353
metal353.jpg,512,384,metal,188,139,435,337
metal354.jpg,512,384,metal,15,14,356,345
metal355.jpg,512,384,metal,224,63,512,384
metal356.jpg,512,384,metal,123,81,406,281
metal357.jpg,512,384,metal,69,1,512,208
metal358.jpg,512,384,metal,99,18,512,324
metal359.jpg,512,384,metal,123,27,430,368
metal360.jpg,512,384,metal,118,30,370,278
metal361.jpg,512,384,metal,18,1,478,384
metal362.jpg,512,384,metal,58,1,412,273
metal363.jpg,512,384,metal,111,1,512,331
metal364.jpg,512,384,metal,119,1,486,384
metal365.jpg,512,384,metal,1,1,506,297
metal366.jpg,512,384,metal,182,1,512,337
metal367.jpg,512,384,metal,101,110,490,315
metal368.jpg,512,384,metal,137,97,362,384
metal369.jpg,512,384,metal,126,74,316,268
metal370.jpg,512,384,metal,156,175,512,384
metal371.jpg,512,384,metal,210,122,432,334
metal372.jpg,512,384,metal,1,111,366,384
metal373.jpg,512,384,metal,149,86,395,332
metal374.jpg,512,384,metal,2,1,512,384
metal375.jpg,512,384,metal,177,1,488,238
metal376.jpg,512,384,metal,210,60,512,384
metal377.jpg,512,384,metal,82,28,457,384
metal378.jpg,512,384,metal,176,76,362,265
metal379.jpg,512,384,metal,116,206,397,384
metal380.jpg,512,384,metal,1,1,400,384
metal381.jpg,512,384,metal,52,1,312,296
metal382.jpg,512,384,metal,149,1,420,311
metal383.jpg,512,384,metal,2,34,512,384
metal384.jpg,512,384,metal,73,43,512,384
metal385.jpg,512,384,metal,176,63,414,307
metal386.jpg,512,384,metal,125,128,512,384
metal387.jpg,512,384,metal,66,2,512,384
metal388.jpg,512,384,metal,1,1,480,356
metal389.jpg,512,384,metal,110,14,466,372
metal39.jpg,512,384,metal,149,64,342,260
metal390.jpg,512,384,metal,170,1,512,384
metal391.jpg,512,384,metal,1,1,512,384
metal392.jpg,512,384,metal,1,1,512,384
metal393.jpg,512,384,metal,142,46,412,321
metal394.jpg,512,384,metal,26,44,512,384
metal395.jpg,512,384,metal,179,1,380,237
metal396.jpg,512,384,metal,65,140,512,384
metal397.jpg,512,384,metal,220,59,426,263
metal398.jpg,512,384,metal,101,102,382,384
metal399.jpg,512,384,metal,155,69,457,355
metal40.jpg,512,384,metal,182,53,494,384
metal400.jpg,512,384,metal,217,105,512,384
metal401.jpg,512,384,metal,209,10,512,384
metal402.jpg,512,384,metal,1,151,512,384
metal403.jpg,512,384,metal,101,145,408,384
metal404.jpg,512,384,metal,1,44,512,384
metal405.jpg,512,384,metal,234,34,512,384
metal406.jpg,512,384,metal,47,1,512,368
metal407.jpg,512,384,metal,101,92,512,384
metal408.jpg,512,384,metal,168,77,512,309
metal409.jpg,512,384,metal,152,36,358,242
metal41.jpg,512,384,metal,142,137,385,384
metal410.jpg,512,384,metal,111,174,512,384
metal411.jpg,800,740,metal,136,97,646,630
metal412.jpg,800,664,metal,158,99,693,567
metal413.jpg,800,794,metal,142,104,657,682
metal414.jpg,800,773,metal,167,129,668,632
metal415.jpg,800,488,metal,98,106,716,369
metal416.jpg,800,734,metal,185,139,620,582
metal417.jpg,800,756,metal,132,107,670,637
metal418.jpg,800,533,metal,189,64,480,487
metal419.jpg,800,696,metal,111,59,677,613
metal42.jpg,512,384,metal,1,102,432,384
metal420.jpg,800,828,metal,158,89,637,690
metal421.jpg,800,733,metal,136,86,659,626
metal422.jpg,800,709,metal,165,66,624,631
metal423.jpg,800,563,metal,169,96,659,450
metal424.jpg,684,900,metal,113,78,531,799
metal425.jpg,800,739,metal,117,153,690,674
metal426.jpg,800,545,metal,122,110,662,418
metal427.jpg,795,900,metal,162,212,648,801
metal428.jpg,800,623,metal,82,97,710,516
metal429.jpg,768,900,metal,117,55,608,803
metal43.jpg,512,384,metal,76,107,512,383
metal430.jpg,677,900,metal,140,76,518,789
metal431.jpg,739,900,metal,77,74,655,838
metal432.jpg,800,468,metal,74,59,737,383
metal433.jpg,800,533,metal,2,113,177,532
metal433.jpg,800,533,metal,179,133,502,533
metal433.jpg,800,533,metal,512,132,800,533
metal433.jpg,800,533,metal,1,1,170,141
metal433.jpg,800,533,metal,170,2,422,180
metal433.jpg,800,533,metal,456,3,674,140
metal433.jpg,800,533,metal,730,3,800,163
metal434.jpg,800,800,metal,89,87,706,708
metal435.jpg,800,421,metal,73,69,732,370
metal436.jpg,800,465,metal,155,106,655,341
metal437.jpg,800,709,metal,132,70,662,602
metal438.jpg,800,523,metal,98,82,713,437
metal439.jpg,800,676,metal,140,125,697,536
metal44.jpg,512,384,metal,90,1,512,384
metal440.jpg,800,714,metal,154,82,651,622
metal441.jpg,800,729,metal,168,140,627,596
metal442.jpg,744,900,metal,78,145,582,745
metal443.jpg,792,900,metal,185,159,656,769
metal444.jpg,705,900,metal,197,98,561,752
metal445.jpg,737,900,metal,200,120,557,788
metal446.jpg,275,183,metal,122,19,207,183
metal446.jpg,275,183,metal,165,73,275,183
metal447.jpg,275,183,metal,11,1,98,88
metal447.jpg,275,183,metal,107,1,228,64
metal447.jpg,275,183,metal,47,62,175,183
metal447.jpg,275,183,metal,169,73,275,183
metal448.jpg,225,225,metal,1,115,49,221
metal448.jpg,225,225,metal,45,101,112,205
metal448.jpg,225,225,metal,111,104,173,207
metal448.jpg,225,225,metal,168,123,225,225
metal448.jpg,225,225,metal,75,10,147,126
metal449.jpg,800,533,metal,368,100,800,533
metal449.jpg,800,533,metal,3,238,359,533
metal45.jpg,512,384,metal,1,75,300,335
metal450.jpg,275,183,metal,76,35,188,144
metal451.jpg,225,225,metal,48,18,184,216
metal452.jpg,220,220,metal,29,1,196,177
metal453.jpg,194,259,metal,26,43,164,229
metal454.jpg,225,225,metal,35,10,164,178
metal455.jpg,225,225,metal,55,40,170,197
metal456.jpg,259,194,metal,38,8,120,150
metal456.jpg,259,194,metal,121,10,201,149
metal457.jpg,275,183,metal,30,8,204,183
metal457.jpg,275,183,metal,133,1,275,108
metal458.jpg,288,175,metal,1,31,107,175
metal458.jpg,288,175,metal,97,29,188,175
metal458.jpg,288,175,metal,188,27,288,175
metal459.jpg,232,217,metal,6,52,95,206
metal459.jpg,232,217,metal,87,112,232,217
metal46.jpg,512,384,metal,1,1,512,384
metal460.jpg,276,183,metal,48,11,240,166
metal461.jpg,239,211,metal,27,3,127,188
metal461.jpg,239,211,metal,123,50,213,191
metal462.jpg,338,149,metal,32,1,140,146
metal463.jpg,275,183,metal,84,41,166,154
metal464.jpg,259,194,metal,94,11,231,156
metal465.jpg,168,300,metal,15,75,84,231
metal465.jpg,168,300,metal,81,83,152,222
metal466.jpg,225,224,metal,18,3,198,208
metal467.jpg,225,225,metal,17,23,110,201
metal467.jpg,225,225,metal,105,3,178,149
metal468.jpg,225,225,metal,81,43,150,193
metal469.jpg,225,225,metal,62,39,149,209
metal47.jpg,512,384,metal,207,108,512,384
metal470.jpg,300,168,metal,62,9,137,168
metal470.jpg,300,168,metal,134,1,218,168
metal471.jpg,275,183,metal,36,29,208,169
metal472.jpg,259,194,metal,49,68,122,93
metal472.jpg,259,194,metal,120,25,147,77
metal472.jpg,259,194,metal,150,57,221,87
metal472.jpg,259,194,metal,97,101,132,156
metal472.jpg,259,194,metal,127,124,173,182
metal473.jpg,225,225,metal,65,28,149,211
metal474.jpg,194,259,metal,1,5,187,215
metal475.jpg,299,168,metal,100,19,206,139
metal476.jpg,194,259,metal,6,34,148,231
metal477.jpg,200,200,metal,68,1,124,200
metal478.jpg,225,225,metal,10,1,225,225
metal479.jpg,311,162,metal,1,17,85,154
metal479.jpg,311,162,metal,71,39,174,162
metal479.jpg,311,162,metal,166,1,270,156
metal479.jpg,311,162,metal,245,8,311,162
metal48.jpg,512,384,metal,194,125,305,245
metal480.jpg,194,259,metal,54,66,157,216
metal481.jpg,275,183,metal,57,18,237,163
metal482.jpg,310,163,metal,84,31,231,143
metal483.jpg,800,533,metal,124,106,664,509
metal484.jpg,259,194,metal,66,8,183,186
metal485.jpg,225,225,metal,42,65,112,175
metal485.jpg,225,225,metal,112,63,184,178
metal49.jpg,512,384,metal,140,1,512,345
metal5.jpg,512,384,metal,31,13,458,384
metal50.jpg,512,384,metal,1,23,512,384
metal51.jpg,512,384,metal,180,82,400,304
metal52.jpg,512,384,metal,42,1,485,384
metal53.jpg,512,384,metal,94,1,382,267
metal54.jpg,512,384,metal,28,1,486,384
metal55.jpg,512,384,metal,1,116,512,384
metal56.jpg,512,384,metal,150,126,429,384
metal57.jpg,512,384,metal,112,94,347,311
metal58.jpg,512,384,metal,162,104,488,384
metal59.jpg,512,384,metal,226,152,512,384
metal6.jpg,512,384,metal,189,137,287,224
metal60.jpg,512,384,metal,47,82,370,353
metal61.jpg,512,384,metal,24,1,512,384
metal62.jpg,512,384,metal,75,107,420,309
metal63.jpg,512,384,metal,157,84,512,384
metal64.jpg,512,384,metal,2,31,379,362
metal65.jpg,512,384,metal,124,13,485,372
metal66.jpg,512,384,metal,149,114,393,384
metal67.jpg,512,384,metal,158,125,399,384
metal68.jpg,512,384,metal,95,104,440,384
metal69.jpg,512,384,metal,119,118,354,267
metal7.jpg,512,384,metal,153,70,320,289
metal70.jpg,512,384,metal,60,114,440,315
metal71.jpg,512,384,metal,149,29,512,384
metal72.jpg,512,384,metal,154,1,512,384
metal73.jpg,512,384,metal,219,150,512,384
metal74.jpg,512,384,metal,1,131,432,384
metal75.jpg,512,384,metal,21,84,512,384
metal76.jpg,512,384,metal,24,43,512,384
metal77.jpg,512,384,metal,1,1,465,384
metal78.jpg,512,384,metal,145,95,395,384
metal79.jpg,512,384,metal,11,117,488,384
metal8.jpg,512,384,metal,142,105,260,268
metal80.jpg,512,384,metal,61,7,446,361
metal81.jpg,512,384,metal,66,151,512,384
metal85.jpg,512,384,metal,52,191,487,384
metal86.jpg,512,384,metal,135,53,449,384
metal87.jpg,512,384,metal,157,1,512,384
metal92.jpg,512,384,metal,169,80,343,255
metal93.jpg,512,384,metal,117,85,512,384
metal94.jpg,512,384,metal,1,82,512,384
metal95.jpg,512,384,metal,128,1,411,247
metal96.jpg,512,384,metal,131,177,407,384
metal97.jpg,512,384,metal,29,1,378,335
metal98.jpg,512,384,metal,103,1,360,292
metal99.jpg,512,384,metal,126,49,466,384
paper100.jpg,512,384,paper,1,1,512,384
paper101.jpg,512,384,paper,2,1,434,384
paper102.jpg,512,384,paper,32,1,430,384
